Ht,Wt,Forty,Vertical,BenchReps,BroadJump,Cone,Shuttle,Pos,Pos_encoded
71.0,201.0,4.47,36.13,14.0,124.14,7.07,4.36,WR_767,9
71.0,200.0,4.57,36.29,12.0,116.8,6.95,4.29,WR_667,9
77.0,313.0,5.28,25.58,21.0,105.34,7.92,4.87,OL_1279,4
72.0,210.0,4.53,32.93,14.0,120.29,6.86,4.07,S_2804,7
70.0,215.0,4.52,34.98,19.0,120.64,6.99,4.29,RB_1161,6
74.0,240.0,4.8,33.2,20.0,117.87,7.34,4.35,LB_1667,3
76.0,322.0,5.35,27.64,27.0,97.77,7.95,4.71,OL_254,4
71.0,208.0,4.46,31.44,19.0,113.56,6.95,4.26,RB_471,6
77.0,316.0,5.29,28.84,28.0,102.43,8.14,4.74,OL_2427,4
75.0,223.0,4.78,32.02,19.0,114.11,7.38,4.22,QB_939,5
76.0,258.0,4.64,33.96,17.0,108.49,7.05,4.22,TE_2322,8
75.0,223.0,4.85,28.75,20.0,113.4,7.34,4.46,QB_1311,5
70.0,209.0,4.46,36.45,18.0,117.76,7.23,4.15,RB_1814,6
69.0,213.0,4.46,36.17,21.0,117.89,6.97,4.15,RB_271,6
73.0,213.0,4.51,33.21,16.0,118.48,7.12,4.28,WR_2398,9
74.0,299.0,4.79,31.4,22.0,116.52,7.66,4.6,DL_549,1
76.0,310.0,5.15,30.3,27.0,115.53,7.56,4.35,DL_613,1
73.0,244.0,4.64,35.72,23.0,120.9,7.21,4.39,LB_994,3
70.0,217.0,4.53,36.51,18.0,112.95,6.97,4.25,RB_1342,6
72.0,243.0,4.73,32.04,22.0,114.12,7.11,4.33,FB_256,2
70.0,210.0,4.54,36.63,17.0,121.05,7.17,4.25,RB_2043,6
72.0,188.0,4.53,34.26,13.0,120.65,6.74,4.12,CB_651,0
74.0,263.0,5.08,30.02,30.0,108.71,7.54,4.59,DL_2522,1
76.0,254.0,4.89,30.52,22.0,113.53,7.15,4.49,TE_2616,8
74.0,201.0,4.59,33.44,14.0,121.86,7.14,4.15,WR_2210,9
71.0,186.0,4.48,36.6,16.0,117.37,6.94,4.18,CB_759,0
75.0,318.0,5.13,28.43,24.0,97.61,7.87,4.73,OL_700,4
70.0,193.0,4.44,37.56,16.0,123.36,6.89,4.12,CB_2965,0
71.0,208.0,4.53,33.62,20.0,124.09,6.94,4.33,S_1852,7
73.0,254.0,4.73,32.25,21.0,117.49,7.31,4.39,FB_1578,2
75.0,306.0,4.93,30.54,21.0,107.46,7.48,4.44,DL_2240,1
72.0,195.0,4.58,35.05,17.0,125.55,7.0,4.26,CB_1986,0
74.0,201.0,4.51,34.36,14.0,121.76,6.91,4.13,WR_798,9
71.0,206.0,4.48,36.22,13.0,122.5,6.79,4.12,S_2830,7
75.0,306.0,4.93,29.96,30.0,114.83,7.26,4.52,DL_591,1
74.0,234.0,4.69,32.09,24.0,116.09,6.97,4.2,LB_803,3
72.0,201.0,4.48,36.56,15.0,116.47,6.84,4.17,CB_2718,0
74.0,248.0,4.66,35.77,26.0,117.64,7.14,4.32,FB_1194,2
72.0,191.0,4.52,34.72,15.0,119.24,6.86,4.29,CB_1815,0
77.0,308.0,5.41,28.8,24.0,100.05,7.9,4.66,OL_1673,4
75.0,267.0,5.08,30.89,26.0,107.46,7.27,4.35,DL_834,1
76.0,259.0,4.66,33.99,21.0,120.13,7.26,4.46,TE_1088,8
75.0,289.0,4.8,30.75,27.0,102.4,7.45,4.44,DL_1549,1
72.0,226.0,4.45,33.53,16.0,120.14,6.97,4.34,RB_2184,6
71.0,201.0,4.48,36.96,13.0,117.28,7.08,4.14,CB_203,0
76.0,256.0,4.7,33.05,19.0,116.49,7.06,4.41,TE_1276,8
75.0,268.0,4.83,33.99,29.0,106.0,7.51,4.41,DL_2256,1
76.0,278.0,4.97,31.5,23.0,117.37,7.62,4.7,DL_529,1
70.0,186.0,4.41,38.33,18.0,121.34,6.85,4.12,CB_2352,0
71.0,199.0,4.54,36.43,18.0,120.77,7.0,4.14,CB_2060,0
70.0,205.0,4.61,34.17,16.0,121.21,7.15,4.39,RB_1795,6
76.0,313.0,5.41,26.63,26.0,103.05,8.17,4.77,OL_2471,4
76.0,323.0,5.28,29.88,24.0,99.9,7.97,4.58,OL_1732,4
77.0,313.0,5.11,27.31,25.0,104.71,8.03,4.72,OL_506,4
73.0,200.0,4.49,35.18,14.0,125.09,7.12,4.29,WR_909,9
78.0,313.0,5.33,26.3,28.0,107.08,7.65,4.67,OL_2517,4
73.0,241.0,4.66,34.82,23.0,121.25,7.35,4.17,LB_737,3
76.0,301.0,5.42,27.94,29.0,101.31,7.55,4.84,OL_621,4
76.0,285.0,5.0,29.42,30.0,113.28,7.66,4.6,DL_1048,1
71.0,211.0,4.65,36.53,19.0,118.45,7.17,4.22,S_2432,7
72.0,217.0,4.45,35.51,19.0,114.81,7.08,4.15,RB_1743,6
75.0,244.0,4.74,37.11,20.0,120.97,7.01,4.34,LB_284,3
75.0,284.0,4.79,31.08,22.0,107.76,7.61,4.69,DL_1760,1
75.0,221.0,4.75,28.94,19.0,115.42,7.05,4.42,QB_227,5
73.0,214.0,4.5,33.56,16.0,117.23,6.96,4.11,WR_1176,9
72.0,197.0,4.53,36.86,11.0,126.03,6.76,4.15,CB_1843,0
73.0,239.0,4.72,32.98,24.0,116.92,7.07,4.24,LB_2251,3
74.0,237.0,4.59,36.65,22.0,113.24,7.18,4.2,LB_2260,3
71.0,224.0,4.59,33.84,21.0,112.4,7.05,4.18,RB_452,6
72.0,226.0,4.46,33.37,16.0,114.98,7.03,4.23,RB_2349,6
75.0,234.0,4.81,30.38,23.0,108.24,6.99,4.36,QB_87,5
77.0,308.0,5.16,27.9,25.0,106.1,7.67,4.84,OL_25,4
77.0,248.0,4.88,34.21,16.0,115.74,7.38,4.28,TE_774,8
77.0,315.0,5.45,26.71,20.0,106.02,7.78,4.61,OL_2239,4
72.0,243.0,4.68,32.65,28.0,112.47,7.37,4.51,FB_1419,2
73.0,213.0,4.53,37.4,17.0,116.45,6.86,4.21,S_326,7
77.0,253.0,4.89,33.51,23.0,119.66,7.21,4.34,TE_2548,8
75.0,229.0,4.88,31.04,15.0,112.23,7.17,4.31,QB_2099,5
77.0,257.0,4.67,34.1,23.0,110.55,7.05,4.38,TE_962,8
76.0,248.0,4.7,35.88,23.0,118.54,7.04,4.29,TE_1945,8
71.0,189.0,4.53,36.62,16.0,115.19,6.94,4.12,WR_1978,9
71.0,204.0,4.49,32.49,21.0,123.06,7.01,4.17,RB_2019,6
77.0,305.0,5.18,29.46,28.0,98.02,8.14,4.63,OL_1537,4
70.0,201.0,4.63,32.1,17.0,121.5,6.9,4.15,RB_1818,6
77.0,321.0,5.45,25.16,22.0,107.74,7.85,4.62,OL_1354,4
78.0,317.0,5.39,29.11,26.0,98.05,7.92,4.76,OL_1203,4
76.0,259.0,4.82,29.72,21.0,119.0,7.03,4.29,TE_1382,8
72.0,226.0,4.46,36.37,17.0,119.62,7.06,4.25,RB_703,6
74.0,190.0,4.46,35.41,18.0,118.51,7.08,4.11,WR_2755,9
76.0,292.0,4.96,33.19,21.0,113.2,7.79,4.73,DL_372,1
76.0,308.0,5.14,26.98,27.0,105.69,7.81,4.72,OL_2484,4
77.0,255.0,4.9,32.6,23.0,110.96,7.08,4.45,TE_290,8
72.0,204.0,4.64,36.37,13.0,118.57,7.07,4.28,S_417,7
73.0,215.0,4.63,38.32,19.0,125.57,7.06,4.21,S_2162,7
78.0,306.0,5.17,29.27,24.0,100.05,7.58,4.63,OL_2903,4
69.0,201.0,4.64,37.14,16.0,112.71,6.94,4.15,RB_947,6
77.0,249.0,4.7,30.04,22.0,111.48,7.29,4.31,TE_503,8
75.0,202.0,4.42,35.15,14.0,117.74,7.11,4.24,WR_1954,9
76.0,264.0,5.15,27.81,27.0,109.51,7.37,4.39,DL_1264,1
71.0,215.0,4.61,36.41,21.0,115.4,6.81,4.34,S_976,7
74.0,243.0,4.7,36.89,20.0,112.26,7.0,4.37,LB_1806,3
76.0,319.0,5.26,27.5,21.0,96.83,7.88,4.55,OL_1113,4
73.0,211.0,4.58,34.48,21.0,125.46,7.08,4.21,S_2903,7
72.0,211.0,4.46,34.4,17.0,123.01,7.11,4.18,WR_621,9
76.0,218.0,4.82,28.52,20.0,107.43,7.3,4.46,QB_2137,5
71.0,213.0,4.65,36.61,15.0,117.78,7.23,4.3,RB_2158,6
72.0,251.0,4.63,34.16,23.0,116.37,7.19,4.39,FB_292,2
74.0,235.0,4.72,33.24,23.0,113.91,7.14,4.26,LB_2317,3
77.0,258.0,4.8,30.91,20.0,118.99,7.09,4.23,TE_2891,8
74.0,199.0,4.51,38.42,19.0,120.12,7.05,4.21,S_916,7
76.0,269.0,4.85,29.75,29.0,115.46,7.34,4.41,DL_183,1
72.0,215.0,4.65,34.07,15.0,120.56,6.98,4.25,S_1273,7
77.0,309.0,5.12,28.69,23.0,101.94,7.58,4.77,OL_238,4
71.0,245.0,4.64,31.7,19.0,115.97,7.13,4.55,FB_2505,2
72.0,192.0,4.56,37.57,13.0,120.73,6.81,4.15,CB_3000,0
72.0,239.0,4.76,30.94,27.0,113.94,7.27,4.35,FB_2284,2
74.0,218.0,4.93,33.28,22.0,108.8,6.97,4.33,QB_1954,5
75.0,236.0,4.71,34.85,25.0,122.27,7.01,4.32,LB_2085,3
71.0,226.0,4.57,32.74,19.0,117.4,7.06,4.15,RB_1149,6
72.0,225.0,4.58,35.27,21.0,123.14,7.09,4.23,RB_330,6
76.0,249.0,4.83,32.85,20.0,112.34,7.38,4.35,TE_59,8
77.0,279.0,5.05,31.46,24.0,103.57,7.6,4.47,DL_1225,1
73.0,240.0,4.77,30.54,27.0,118.63,7.46,4.33,FB_882,2
73.0,211.0,4.75,33.34,19.0,106.21,7.3,4.26,QB_2534,5
75.0,271.0,4.79,29.45,29.0,108.21,7.52,4.65,DL_2792,1
73.0,241.0,4.73,33.78,21.0,116.77,7.17,4.21,LB_2875,3
75.0,257.0,4.85,30.98,16.0,110.02,7.23,4.22,TE_2842,8
74.0,217.0,4.91,30.06,21.0,116.77,7.23,4.35,QB_2518,5
74.0,212.0,4.59,38.0,15.0,121.06,7.05,4.15,WR_147,9
70.0,196.0,4.5,34.36,17.0,126.83,7.11,4.14,CB_2577,0
72.0,208.0,4.41,35.28,15.0,119.11,7.16,4.14,WR_1127,9
74.0,195.0,4.5,32.46,12.0,119.57,6.85,4.11,WR_2681,9
77.0,307.0,5.43,28.98,24.0,95.8,7.83,4.62,OL_1768,4
77.0,271.0,4.93,34.25,21.0,106.47,7.2,4.32,DL_2950,1
70.0,220.0,4.56,35.56,22.0,119.69,7.2,4.22,RB_1708,6
77.0,245.0,4.76,34.95,24.0,112.01,7.24,4.33,TE_518,8
72.0,199.0,4.5,32.79,18.0,120.72,7.0,4.11,S_786,7
71.0,206.0,4.54,33.53,12.0,119.4,6.88,4.21,WR_2711,9
73.0,195.0,4.53,37.93,17.0,120.27,7.02,4.21,WR_561,9
71.0,191.0,4.57,34.4,11.0,121.79,7.08,4.07,CB_2059,0
71.0,194.0,4.42,32.3,11.0,120.67,7.02,4.23,WR_24,9
72.0,242.0,4.78,31.07,21.0,115.42,7.31,4.39,FB_271,2
74.0,304.0,5.1,31.35,21.0,107.79,7.63,4.62,DL_1607,1
75.0,199.0,4.57,35.27,15.0,124.9,6.85,4.15,WR_990,9
72.0,211.0,4.57,32.89,14.0,118.23,7.04,4.12,S_2299,7
74.0,217.0,4.97,30.12,21.0,111.08,7.35,4.27,QB_1687,5
72.0,204.0,4.44,33.14,13.0,125.14,6.91,4.27,WR_2821,9
77.0,261.0,4.73,34.11,18.0,113.7,7.31,4.27,TE_1430,8
71.0,209.0,4.61,35.12,20.0,119.42,6.99,4.35,S_193,7
76.0,293.0,4.97,30.79,30.0,109.85,7.33,4.45,DL_498,1
71.0,237.0,4.68,29.93,24.0,108.51,7.19,4.2,FB_2427,2
76.0,217.0,4.84,29.07,22.0,112.64,6.94,4.24,QB_2851,5
75.0,248.0,4.77,36.08,21.0,114.92,6.99,4.25,LB_281,3
73.0,190.0,4.56,32.25,12.0,115.06,7.16,4.33,WR_1408,9
75.0,286.0,5.13,30.61,25.0,108.39,7.42,4.72,DL_2622,1
75.0,272.0,4.89,32.79,27.0,111.72,7.51,4.62,DL_1940,1
77.0,319.0,5.37,26.57,28.0,104.97,7.99,4.77,OL_636,4
76.0,319.0,5.14,27.97,24.0,97.33,7.9,4.85,OL_423,4
77.0,248.0,4.89,32.37,22.0,114.01,7.1,4.25,TE_2068,8
73.0,248.0,4.66,33.76,24.0,118.39,7.25,4.42,FB_572,2
74.0,203.0,4.64,36.96,20.0,124.92,6.9,4.06,S_1708,7
72.0,198.0,4.47,36.11,16.0,121.68,7.01,4.15,WR_869,9
75.0,264.0,5.16,34.86,21.0,105.11,7.25,4.7,DL_1636,1
75.0,250.0,4.79,34.63,17.0,113.44,7.35,4.42,TE_241,8
72.0,205.0,4.65,32.63,17.0,121.41,7.23,4.24,RB_1953,6
71.0,194.0,4.5,38.37,16.0,117.44,6.93,4.06,CB_531,0
77.0,314.0,5.18,25.51,25.0,105.04,8.02,4.68,OL_351,4
71.0,219.0,4.57,34.22,21.0,120.17,7.13,4.18,RB_1157,6
71.0,208.0,4.52,36.16,19.0,115.57,7.24,4.34,RB_770,6
72.0,239.0,4.73,29.91,21.0,117.89,7.53,4.24,FB_1772,2
75.0,224.0,4.7,30.3,18.0,105.01,6.93,4.15,QB_2215,5
73.0,242.0,4.65,32.25,20.0,108.47,7.45,4.47,FB_1107,2
72.0,211.0,4.43,37.8,14.0,118.41,7.11,4.19,WR_896,9
75.0,286.0,4.83,30.39,29.0,114.45,7.51,4.33,DL_2287,1
71.0,198.0,4.58,34.45,12.0,117.15,7.09,4.25,CB_2321,0
73.0,243.0,4.72,30.91,23.0,109.59,7.5,4.45,FB_937,2
71.0,202.0,4.58,35.47,20.0,122.8,6.87,4.07,S_46,7
74.0,235.0,4.61,34.69,21.0,115.42,7.18,4.22,LB_1180,3
77.0,303.0,5.29,26.54,27.0,106.54,7.88,4.71,OL_188,4
75.0,293.0,5.15,32.86,28.0,113.14,7.8,4.63,DL_2185,1
70.0,226.0,4.61,31.72,20.0,119.23,7.11,4.18,RB_1975,6
76.0,262.0,4.76,30.78,18.0,119.52,7.3,4.25,TE_1445,8
73.0,249.0,4.79,32.05,24.0,114.18,7.27,4.37,FB_1122,2
74.0,229.0,4.94,30.89,21.0,110.5,7.31,4.18,QB_1240,5
76.0,301.0,4.87,33.8,23.0,109.88,7.49,4.47,DL_2997,1
75.0,226.0,4.96,31.63,16.0,115.18,7.12,4.37,QB_2844,5
71.0,196.0,4.51,34.26,19.0,125.57,6.89,4.2,CB_2153,0
72.0,195.0,4.47,33.78,19.0,125.3,7.11,4.21,CB_1746,0
76.0,254.0,4.66,30.58,17.0,115.11,7.3,4.43,TE_2777,8
76.0,311.0,5.38,28.26,27.0,106.96,7.74,4.72,OL_1030,4
74.0,218.0,4.77,30.49,18.0,112.26,7.2,4.46,QB_811,5
77.0,317.0,5.24,25.61,21.0,99.47,7.87,4.89,OL_2874,4
77.0,315.0,5.24,26.44,28.0,96.46,7.86,4.56,OL_1229,4
73.0,201.0,4.58,36.69,16.0,124.32,6.89,4.26,S_714,7
77.0,291.0,4.87,30.38,28.0,110.93,7.49,4.7,DL_2724,1
75.0,264.0,5.14,29.07,23.0,107.43,7.55,4.45,DL_1988,1
69.0,203.0,4.5,37.13,24.0,115.94,7.15,4.31,RB_2698,6
73.0,239.0,4.69,32.53,24.0,113.44,7.4,4.33,FB_1801,2
70.0,217.0,4.52,32.62,20.0,114.03,7.07,4.3,RB_1035,6
72.0,213.0,4.48,34.59,21.0,125.48,7.05,4.33,S_1098,7
74.0,288.0,5.13,33.8,30.0,115.05,7.47,4.51,DL_1417,1
76.0,289.0,4.92,34.29,21.0,111.67,7.44,4.45,DL_1474,1
73.0,249.0,4.7,33.33,26.0,118.77,7.14,4.21,LB_1122,3
76.0,249.0,4.68,33.52,20.0,108.87,7.4,4.34,TE_1227,8
75.0,187.0,4.52,37.64,17.0,123.48,7.0,4.28,WR_2034,9
74.0,228.0,4.94,32.67,18.0,113.71,6.93,4.37,QB_1710,5
74.0,238.0,4.65,30.58,28.0,118.47,7.51,4.21,FB_1224,2
73.0,249.0,4.62,36.21,24.0,115.37,7.12,4.42,LB_960,3
73.0,247.0,4.82,34.5,20.0,113.98,7.36,4.25,LB_2363,3
77.0,323.0,5.23,27.73,24.0,101.2,7.55,4.67,OL_1222,4
71.0,203.0,4.65,35.93,19.0,114.59,7.0,4.38,RB_1286,6
76.0,218.0,4.74,28.95,16.0,113.23,6.92,4.45,QB_1546,5
71.0,210.0,4.48,36.44,16.0,123.1,6.9,4.3,S_2868,7
71.0,225.0,4.54,33.19,16.0,117.41,6.98,4.18,RB_1916,6
77.0,249.0,4.85,35.84,16.0,108.9,7.13,4.28,TE_2492,8
73.0,215.0,4.55,34.02,11.0,124.09,7.18,4.22,WR_942,9
73.0,213.0,4.52,33.54,17.0,121.19,7.09,4.21,S_2190,7
76.0,317.0,5.22,26.02,29.0,101.65,8.09,4.85,OL_216,4
72.0,204.0,4.57,35.15,16.0,117.34,6.97,4.17,RB_2426,6
71.0,205.0,4.66,35.71,17.0,124.82,7.01,4.24,S_1360,7
76.0,224.0,4.84,34.05,19.0,108.58,7.03,4.24,QB_115,5
77.0,313.0,5.43,28.77,29.0,100.14,7.85,4.82,OL_1883,4
76.0,264.0,4.72,33.37,18.0,115.64,7.22,4.23,TE_1736,8
74.0,268.0,4.76,34.34,25.0,109.0,7.33,4.53,DL_2443,1
72.0,212.0,4.57,32.98,20.0,116.05,7.11,4.23,RB_2554,6
77.0,252.0,4.9,32.23,20.0,115.15,7.35,4.23,TE_1360,8
76.0,297.0,4.94,29.6,31.0,109.29,7.81,4.48,DL_2373,1
76.0,258.0,4.75,34.58,24.0,117.25,7.24,4.32,TE_189,8
72.0,207.0,4.58,34.58,20.0,118.03,6.79,4.15,S_2403,7
77.0,246.0,4.76,33.52,19.0,109.93,7.34,4.29,TE_545,8
77.0,309.0,5.35,27.27,29.0,95.41,7.65,4.84,OL_530,4
77.0,252.0,4.83,32.11,22.0,114.29,7.19,4.42,TE_1106,8
73.0,216.0,4.54,33.79,15.0,124.29,6.92,4.08,WR_216,9
71.0,225.0,4.6,33.14,16.0,118.67,7.22,4.27,RB_2778,6
75.0,220.0,4.91,29.58,16.0,103.72,7.03,4.39,QB_220,5
71.0,211.0,4.5,37.39,11.0,123.85,6.96,4.16,WR_2843,9
75.0,215.0,4.98,32.33,20.0,103.99,7.11,4.41,QB_612,5
77.0,286.0,4.9,27.72,28.0,115.79,7.74,4.64,DL_933,1
74.0,214.0,5.0,28.68,20.0,103.92,7.13,4.16,QB_1630,5
74.0,246.0,4.8,34.48,22.0,117.08,6.93,4.42,LB_1164,3
74.0,240.0,4.62,36.81,20.0,113.71,7.34,4.28,LB_1176,3
77.0,247.0,4.75,34.99,22.0,111.79,7.13,4.38,TE_39,8
71.0,197.0,4.41,38.72,12.0,121.97,6.8,4.23,CB_2303,0
72.0,251.0,4.87,31.86,28.0,109.27,7.33,4.31,FB_2449,2
73.0,242.0,4.66,32.37,20.0,108.84,7.26,4.3,FB_1942,2
71.0,199.0,4.44,35.97,14.0,122.2,7.08,4.09,CB_2234,0
70.0,221.0,4.62,37.36,23.0,112.33,7.24,4.34,RB_1852,6
74.0,197.0,4.58,36.33,13.0,119.46,6.89,4.23,WR_2736,9
71.0,218.0,4.56,35.19,18.0,115.95,7.24,4.25,RB_1210,6
76.0,307.0,5.13,30.43,21.0,98.41,7.76,4.87,OL_2841,4
74.0,245.0,4.72,34.36,26.0,119.07,7.28,4.18,LB_2278,3
75.0,285.0,4.79,28.2,26.0,112.45,7.47,4.33,DL_350,1
71.0,210.0,4.52,32.75,21.0,117.56,6.92,4.27,RB_190,6
72.0,215.0,4.6,34.3,13.0,124.84,6.77,4.22,WR_2223,9
73.0,206.0,4.63,33.58,13.0,121.95,6.91,4.25,S_510,7
77.0,309.0,5.33,24.85,30.0,105.18,7.76,4.72,OL_2006,4
73.0,218.0,4.72,31.52,16.0,112.59,7.22,4.42,QB_1567,5
70.0,201.0,4.63,34.04,19.0,118.84,7.02,4.15,RB_1321,6
72.0,223.0,4.46,32.51,16.0,121.36,7.24,4.12,RB_2497,6
73.0,238.0,4.76,34.3,21.0,114.57,7.5,4.48,FB_1177,2
72.0,204.0,4.55,34.23,19.0,117.13,6.94,4.32,RB_972,6
73.0,219.0,4.68,31.4,18.0,111.2,7.29,4.33,QB_102,5
74.0,272.0,4.87,27.99,28.0,107.67,7.5,4.48,DL_2836,1
70.0,227.0,4.57,33.92,17.0,119.46,6.91,4.17,RB_1811,6
76.0,216.0,4.94,31.59,22.0,111.04,7.2,4.44,QB_1104,5
76.0,260.0,4.72,32.94,18.0,108.73,7.15,4.37,TE_1748,8
70.0,198.0,4.42,35.57,13.0,126.53,7.09,4.14,CB_1868,0
71.0,210.0,4.47,34.66,21.0,114.52,7.16,4.13,S_530,7
73.0,205.0,4.57,35.76,18.0,115.25,7.15,4.11,S_2511,7
73.0,215.0,4.41,37.95,14.0,116.74,6.95,4.34,WR_1646,9
73.0,233.0,4.74,32.46,20.0,120.33,7.09,4.25,LB_148,3
73.0,211.0,4.59,37.71,15.0,119.39,6.96,4.22,S_2400,7
77.0,309.0,5.16,27.76,24.0,100.07,7.63,4.79,OL_2764,4
72.0,226.0,4.49,33.78,24.0,120.15,7.21,4.23,RB_1274,6
73.0,249.0,4.64,31.43,20.0,111.23,7.21,4.43,FB_2440,2
72.0,210.0,4.62,33.35,17.0,121.29,6.9,4.25,RB_2216,6
73.0,252.0,4.89,34.73,24.0,118.46,7.23,4.22,FB_486,2
76.0,274.0,4.98,29.61,25.0,102.68,7.6,4.63,DL_1192,1
71.0,193.0,4.49,37.71,11.0,123.21,7.05,4.18,CB_1767,0
74.0,226.0,4.88,33.61,22.0,107.44,7.1,4.31,QB_2593,5
73.0,246.0,4.69,36.56,22.0,112.06,7.24,4.17,LB_44,3
78.0,312.0,5.44,27.91,30.0,104.82,7.6,4.88,OL_464,4
76.0,257.0,4.71,35.65,20.0,115.5,7.12,4.38,TE_251,8
75.0,214.0,4.46,37.08,16.0,120.14,6.91,4.28,WR_837,9
72.0,240.0,4.73,34.67,18.0,111.65,7.04,4.48,FB_2804,2
74.0,234.0,4.79,33.16,18.0,109.15,7.5,4.3,FB_2910,2
75.0,299.0,4.84,27.97,25.0,114.52,7.18,4.36,DL_1467,1
73.0,237.0,4.85,35.0,18.0,108.98,7.19,4.49,FB_78,2
77.0,322.0,5.19,30.31,25.0,97.05,8.03,4.85,OL_36,4
72.0,241.0,4.84,30.9,25.0,111.11,7.16,4.41,FB_141,2
77.0,251.0,4.85,34.24,24.0,109.24,7.3,4.47,TE_2645,8
72.0,191.0,4.46,36.91,16.0,116.81,6.87,4.05,CB_2442,0
78.0,305.0,5.25,27.67,21.0,100.01,7.75,4.63,OL_869,4
75.0,291.0,4.77,29.53,26.0,113.94,7.29,4.37,DL_1014,1
73.0,199.0,4.55,36.11,18.0,119.7,6.93,4.21,CB_1196,0
70.0,189.0,4.5,34.23,17.0,123.22,6.85,4.14,CB_282,0
74.0,297.0,4.82,32.05,22.0,113.75,7.39,4.39,DL_1798,1
72.0,189.0,4.57,33.28,14.0,116.49,6.93,4.16,CB_2788,0
71.0,235.0,4.78,31.51,20.0,109.48,7.54,4.48,FB_767,2
77.0,314.0,5.24,29.31,21.0,100.65,7.96,4.67,OL_1810,4
75.0,291.0,4.86,29.7,28.0,112.96,7.42,4.38,DL_2476,1
72.0,248.0,4.68,34.54,24.0,108.28,7.54,4.54,FB_72,2
75.0,263.0,4.7,31.12,23.0,114.69,7.16,4.36,TE_2998,8
71.0,197.0,4.57,38.71,14.0,117.38,6.84,4.09,CB_757,0
69.0,218.0,4.51,36.81,19.0,117.3,6.96,4.3,RB_317,6
70.0,213.0,4.46,35.98,21.0,120.99,6.86,4.36,RB_841,6
71.0,195.0,4.5,36.34,17.0,121.23,6.97,4.29,CB_1149,0
73.0,215.0,4.56,36.02,16.0,121.48,7.1,4.09,S_274,7
74.0,264.0,4.79,30.2,23.0,109.83,7.39,4.53,DL_2038,1
70.0,189.0,4.44,37.01,18.0,122.5,6.97,4.1,CB_1303,0
71.0,218.0,4.49,33.9,20.0,122.64,6.9,4.26,RB_2380,6
73.0,210.0,4.54,34.74,16.0,123.37,7.1,4.1,WR_916,9
75.0,276.0,4.92,33.78,29.0,109.05,7.58,4.67,DL_1080,1
71.0,210.0,4.54,32.03,17.0,114.04,6.9,4.28,RB_940,6
69.0,217.0,4.53,33.79,22.0,119.98,6.93,4.34,RB_1689,6
75.0,257.0,4.7,31.84,21.0,114.58,7.05,4.39,TE_694,8
78.0,301.0,5.19,28.06,25.0,102.97,7.98,4.69,OL_1691,4
71.0,193.0,4.55,32.8,16.0,117.03,7.12,4.21,WR_1450,9
71.0,194.0,4.46,33.65,18.0,119.19,7.0,4.08,CB_2686,0
73.0,208.0,4.54,37.05,16.0,118.42,6.89,4.3,WR_835,9
76.0,252.0,4.91,32.15,16.0,114.11,7.13,4.24,TE_1837,8
77.0,312.0,5.41,24.97,23.0,100.37,8.02,4.72,OL_2219,4
72.0,190.0,4.46,37.81,17.0,123.51,6.93,4.3,CB_1145,0
76.0,254.0,4.85,35.54,19.0,118.68,7.14,4.39,TE_797,8
70.0,195.0,4.44,34.32,14.0,119.64,6.99,4.24,CB_2367,0
70.0,214.0,4.59,36.12,20.0,118.98,7.02,4.17,RB_596,6
73.0,243.0,4.8,33.73,23.0,112.55,7.3,4.18,LB_2695,3
74.0,243.0,4.73,33.19,24.0,113.18,7.24,4.33,LB_997,3
71.0,223.0,4.56,36.37,19.0,113.57,6.91,4.19,RB_211,6
75.0,265.0,4.79,33.59,19.0,109.13,7.25,4.5,TE_2771,8
74.0,249.0,4.81,34.41,26.0,109.88,7.38,4.54,FB_1291,2
73.0,193.0,4.45,35.79,14.0,119.72,7.02,4.22,CB_859,0
75.0,211.0,4.96,29.95,21.0,104.78,7.16,4.37,QB_2351,5
71.0,198.0,4.5,37.53,17.0,117.97,6.98,4.26,CB_1614,0
71.0,184.0,4.52,36.67,16.0,123.43,6.85,4.2,CB_2413,0
75.0,281.0,5.06,29.12,25.0,117.01,7.58,4.63,DL_177,1
72.0,202.0,4.66,32.01,19.0,122.96,6.97,4.19,RB_2355,6
76.0,226.0,4.88,29.41,15.0,105.35,6.97,4.45,QB_2764,5
73.0,209.0,4.5,38.01,14.0,124.43,7.16,4.34,S_2639,7
73.0,217.0,4.76,29.73,22.0,106.23,7.33,4.4,QB_2576,5
73.0,201.0,4.49,33.87,15.0,124.64,7.03,4.09,S_243,7
72.0,197.0,4.48,34.39,13.0,117.27,7.09,4.17,CB_709,0
76.0,231.0,4.82,29.83,18.0,116.65,7.05,4.29,QB_2892,5
76.0,316.0,5.36,25.49,21.0,103.86,8.0,4.8,OL_1802,4
78.0,317.0,5.37,27.94,26.0,99.16,8.0,4.8,OL_503,4
74.0,237.0,4.88,31.78,24.0,110.1,7.35,4.54,FB_1752,2
76.0,244.0,4.73,30.52,21.0,113.12,7.28,4.41,TE_539,8
75.0,198.0,4.48,34.66,14.0,116.63,6.86,4.2,WR_2582,9
75.0,246.0,4.64,30.2,23.0,117.39,7.2,4.29,TE_1756,8
77.0,309.0,5.34,29.52,29.0,106.0,8.08,4.81,OL_2545,4
74.0,248.0,4.7,34.31,22.0,118.2,7.16,4.38,FB_1139,2
73.0,225.0,4.76,31.73,23.0,110.66,6.99,4.28,QB_797,5
